provider.name,dataProvider.name,collection.id,collection.title,count
The_New_York_Public_Library,Henry W. and Albert A. Berg Collection of English and American Literature. The New York Public Library,7cd1b967761c1aae0eae49fcecf04447,Siegfried Sassoon collection of papers,2
The_New_York_Public_Library,Henry W. and Albert A. Berg Collection of English and American Literature. The New York Public Library,734f0eb8053bef4ccdfb4d3e1d8487e3,Ralph Waldo Emerson collection of papers,10
The_New_York_Public_Library,Henry W. and Albert A. Berg Collection of English and American Literature. The New York Public Library,2d77e835467d0cadfcfe600859c63a19,"Beauty and the beast: or, A rough outside with a gentle heart. A poetical version of an ancient tale. Illustrated with a series of engravings, and Beauty's Song at her Spinning Wheel, Set to music by Mr. Whitaker",1
The_New_York_Public_Library,Henry W. and Albert A. Berg Collection of English and American Literature. The New York Public Library,dd5d242599068e6a5ba8c4fc94f81fe8,Berg Collection portrait file,6
The_New_York_Public_Library,Henry W. and Albert A. Berg Collection of English and American Literature. The New York Public Library,6a58cc6380f250a610f7712388f2db93,America: a Prophecy,1
The_New_York_Public_Library,Henry W. and Albert A. Berg Collection of English and American Literature. The New York Public Library,0583fa330e2716b2f07ae248e339063a,Sir Walter Scott collection of papers 1796-1931 bulk (1797-1837),2
The_New_York_Public_Library,Henry W. and Albert A. Berg Collection of English and American Literature. The New York Public Library,3ffbf7d9870bd303e800216ff0585bfd,Vladimir Nabokov papers,1
The_New_York_Public_Library,Henry W. and Albert A. Berg Collection of English and American Literature. The New York Public Library,a270cbd8ab871d47844f6a4e1dba6665,Charles Lamb collection of papers,3
The_New_York_Public_Library,Henry W. and Albert A. Berg Collection of English and American Literature. The New York Public Library,1edc3c0ffdaf16943c8ab892c8f10774,Doctor Marigold ; a reading/ by Charles Dickens.,1
The_New_York_Public_Library,Henry W. and Albert A. Berg Collection of English and American Literature. The New York Public Library,63e94587cac08ea809f7733b95db7f87,Sir Arthur Conan Doyle collection of papers,2
The_New_York_Public_Library,Henry W. and Albert A. Berg Collection of English and American Literature. The New York Public Library,9bae7d57e3be2d3fe3b6f0c0402a0986,A Christmas Carol [Prompt copy],1
The_New_York_Public_Library,Henry W. and Albert A. Berg Collection of English and American Literature. The New York Public Library,5d1e30d373b929c8a6a9df815d019961,Oscar Wilde collection of papers,2
The_New_York_Public_Library,Art and Picture Collection. The New York Public Library,b4ed60735859d08bb14d1606aa7d2d2a,Mid-Manhattan Picture Collection,431
The_New_York_Public_Library,Art and Picture Collection. The New York Public Library,edb57a9430ef733c3b2b8082bdc47f68,Holiday postcards,41
The_New_York_Public_Library,Art and Picture Collection. The New York Public Library,00d3707526b0477b8fd0827000d0f6c4,Children's book illustrations,16
The_New_York_Public_Library,Art and Picture Collection. The New York Public Library,38efa5c4ff92b4c031c94c5838a163e0,André Fashion Illustrations from NYPL's Picture Collection,10
The_New_York_Public_Library,Art and Picture Collection. The New York Public Library,083eb020f693e7716eeaffeb611838ff,"Eye on the Reich : German propaganda photographs, 1939-1942",2
The_New_York_Public_Library,"Schomburg Center for Research in Black Culture, Jean Blackwell Hutson Research and Reference Division. The New York Public Library",7556c74db1f89bfac36bb1d1791202d9,The Black Experience in Children's Books: Bibliographies,4
The_New_York_Public_Library,"Schomburg Center for Research in Black Culture, Jean Blackwell Hutson Research and Reference Division. The New York Public Library",566cea8581464d2a43b267c039b543f8,The Black Experience in Children's Books: Selections from Augusta Baker's Bibliographies,369
The_New_York_Public_Library,"Schomburg Center for Research in Black Culture, Jean Blackwell Hutson Research and Reference Division. The New York Public Library",e072b76c98a1717c03a99de23c744b52,Wadleigh High School Yearbooks,39
The_New_York_Public_Library,"Schomburg Center for Research in Black Culture, Jean Blackwell Hutson Research and Reference Division. The New York Public Library",8902adaf55f867d1e790db30406eeba5,Tuskegee and its people: their ideals and achievements.,2
The_New_York_Public_Library,"Schomburg Center for Research in Black Culture, Jean Blackwell Hutson Research and Reference Division. The New York Public Library",416f6cd04d517f6cc0f21556f242a961,"Kelly Miller's history of the world war for human rights: being an intensely human and brilliant account of the world war and why and for what purpose America and the allies are fighting and the important part taken by the Negro, including the horrors and wonders of modern warfare, the new and strange devices, etc. ... by Kelly Miller ... illustrated with 128 genuine pictures from recent official photographs, also outline map drawings",2
The_New_York_Public_Library,"Schomburg Center for Research in Black Culture, Jean Blackwell Hutson Research and Reference Division. The New York Public Library",322182d3c6d3382f3fefe5bdc90eee7f,"George Grenfell and the Congo; a history and description of the Congo Independent State and adjoining districts of Congoland, together with some account of the native peoples and their languages, the fauna and flora; and similar notes on the Cameroons and the island of Fernando Po, the whole founded on the diaries and researches of the late Rev. George Grenfell, B.M.S., F.R.G.S.; and on the records of the British Baptist Missionary Society; and on additional information contributed by the author, by the Rev. Lawson Forfeitt, Mr. Emil Torday, and others, by Sir Harry Johnston, Volume 1",1
The_New_York_Public_Library,"Schomburg Center for Research in Black Culture, Jean Blackwell Hutson Research and Reference Division. The New York Public Library",56e08eb14cf945381738c654284676b4,"The Negro in Chicago; a study of race relations and a race riot, by the Chicago Commission on Race Relations",1
The_New_York_Public_Library,"Schomburg Center for Research in Black Culture, Jean Blackwell Hutson Research and Reference Division. The New York Public Library",cabddc3259a4a66ddd45dad8f9274c93,"Capture and execution of John Brown; a tale of martyrdom; by Elijah Avey, eye witness.",2
The_New_York_Public_Library,"Schomburg Center for Research in Black Culture, Jean Blackwell Hutson Research and Reference Division. The New York Public Library",a15d9524291b2436fa32f5751aac2648,The Negro in the New World,4
The_New_York_Public_Library,"Schomburg Center for Research in Black Culture, Jean Blackwell Hutson Research and Reference Division. The New York Public Library",2f79909b38fad7e1ea20393f375914ac,"Aunt Phebe, Uncle Tom and others; character studies among the old slaves of the South, fifty years after",1
The_New_York_Public_Library,"Schomburg Center for Research in Black Culture, Jean Blackwell Hutson Research and Reference Division. The New York Public Library",9d720204eb2c44552d4a7b939f437d3a,Liberia,8
The_New_York_Public_Library,"Schomburg Center for Research in Black Culture, Jean Blackwell Hutson Research and Reference Division. The New York Public Library",f626394bb5899b814b6e5b8078305b08,History of my life and work; autobiography by Rev. M. L. Latta. Introduction by Rev. George Daniel. Illustrations by Tucker Engraving Company.,1
The_New_York_Public_Library,"Schomburg Center for Research in Black Culture, Jean Blackwell Hutson Research and Reference Division. The New York Public Library",397abd684185d3b25343878bbc746860,Haiti: its dawn of progress after years in a night of revolution.,1
The_New_York_Public_Library,"Schomburg Center for Research in Black Culture, Jean Blackwell Hutson Research and Reference Division. The New York Public Library",edf37b358809b510c589f6c647d22e71,The book of Trinidad,1
The_New_York_Public_Library,"Schomburg Center for Research in Black Culture, Jean Blackwell Hutson Research and Reference Division. The New York Public Library",0c1a86473ff6876868341991d564a3b6,Negro poets and their poems,1
The_New_York_Public_Library,"Schomburg Center for Research in Black Culture, Jean Blackwell Hutson Research and Reference Division. The New York Public Library",3fd1aa44238362d0fbdb1013ca358382,Timbuctoo the mysterious,2
The_New_York_Public_Library,"Schomburg Center for Research in Black Culture, Jean Blackwell Hutson Research and Reference Division. The New York Public Library",04ed50bbfe227354045c3fa4e44b8d5c,"Dahomey and the Dahomans; being the journals of two missions to the king of Dahomey, and residence at his capital, in the year the king of Dahomey, and residence at his capital, in the year the king of Dahomey, and residence at his capital, in the year 1849 and 1850. By Frederick E. Forbes.",1
The_New_York_Public_Library,"Schomburg Center for Research in Black Culture, Jean Blackwell Hutson Research and Reference Division. The New York Public Library",8bd650762df73c50e191109615921f6e,British West Africa; its rise and progress.,1
The_New_York_Public_Library,"Schomburg Center for Research in Black Culture, Jean Blackwell Hutson Research and Reference Division. The New York Public Library",57d73531cb78f3f4fd9452a26a5ff232,"Golden Jubilee of the General Association of Colored Baptists in Kentucky : The Story of 50 Years' Work from 1865 - 1915. Including many photos and sketches, compiled from unpublished manuscripts and other sources ...",1
The_New_York_Public_Library,"Schomburg Center for Research in Black Culture, Jean Blackwell Hutson Research and Reference Division. The New York Public Library",d3248ce1ff269439bec922bf9d69d238,"Vingt années de vie africaine : récits de voyages, d'aventures et d'exploration au Congo Belge, 1874-1893",1
The_New_York_Public_Library,"Schomburg Center for Research in Black Culture, Jean Blackwell Hutson Research and Reference Division. The New York Public Library",7cac8318d8b4fcb5d32dd9d64b8e6d89,Official history of freemasonry among the colored people in North America : tracing the growth of masonry from 1717 down to the present day. ...,1
The_New_York_Public_Library,"Schomburg Center for Research in Black Culture, Jean Blackwell Hutson Research and Reference Division. The New York Public Library",2d04921573409647919034d7a30956a8,Progress and achievements of the colored people. Containing the story of the wonderful advancement of the colored Americans... A handbook for self-improvement which leads to greater success.,3
The_New_York_Public_Library,"Schomburg Center for Research in Black Culture, Jean Blackwell Hutson Research and Reference Division. The New York Public Library",c356cbc4791d3ac9c034e619d36c565e,"Twenty-eight years a slave : or, The story of my life in three continents",1
The_New_York_Public_Library,"Schomburg Center for Research in Black Culture, Jean Blackwell Hutson Research and Reference Division. The New York Public Library",5baee469c4e095f35e6eb33c50ed95d7,In motion : the African-American migration experience: Maps by Michael Siegel,2
The_New_York_Public_Library,"Schomburg Center for Research in Black Culture, Jean Blackwell Hutson Research and Reference Division. The New York Public Library",60ee6273964c2145df4a247e14af18f0,"Men of mark: eminent, progressive and rising",1
The_New_York_Public_Library,"Schomburg Center for Research in Black Culture, Jean Blackwell Hutson Research and Reference Division. The New York Public Library",66a837e45c0c5bca89d04e7a71b0d595,Jamaica.,1
The_New_York_Public_Library,"Schomburg Center for Research in Black Culture, Jean Blackwell Hutson Research and Reference Division. The New York Public Library",7f5b0b2e48dd65affe3e5291ad5d3c16,The Green Book,2
